id;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16;w17;w18;w19;w20;w21;w22;w23;w24;w25;w26;w27;w28;w29;w30;państwo_oś;macierz_gospodarcze;macierz_społeczne;wykszt_ojca;wykszt_matki;rok_studiów;kierunek_studiów;praca;miejsc_pochodzenia;rok_urodzenia;płeć
s1;2;1;1;3;1;2;2;1;2;1;1;1;1;1;2;1;1;2;1;1;1;2;2;1;2;1;2;1;2;2;2;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;3;3;3;5;5;3;FIR;2;1;1993;2
s2;2;1;2;2;2;1;1;1;2;3;1;1;1;1;;1;1;2;1;1;1;2;2;1;2;1;2;2;2;2;2;1;2;1;1;1;1;2;1;2;1;2;2;1;2;2;1;2;1;1;1;1;2;3;3;4;5;5;3;FIR;2;1;1993;1
s3;2;1;1;2;2;2;1;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;1;1;2;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;1;1;1;2;3;4;3;5;5;3;FIR;2;2;1993;2
s4;2;2;2;2;1;3;2;1;2;3;3;1;1;1;2;3;1;1;1;3;1;3;1;1;2;1;2;1;1;2;1;1;2;1;1;1;2;2;1;2;1;2;1;1;2;1;1;2;1;2;1;1;2;7;3;3;5;5;2;FIR;1;2;1994;2
s5;2;1;1;2;1;2;2;1;1;2;2;2;1;2;2;1;1;2;1;1;1;2;2;1;2;1;2;1;2;2;2;1;2;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2;1;1;1;1;2;3;3;1;5;5;2;FIR;1;1;1994;1
s6;2;1;2;2;3;2;1;2;2;2;2;2;2;1;2;1;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;2;1;2;1;2;1;1;2;2;1;1;1;2;1;1;2;4;3;2;5;5;2;FIR + Filozofie;2;4;1994;2
s7;2;1;2;2;1;1;2;2;2;2;1;2;2;1;2;1;1;1;2;1;1;2;3;1;2;1;2;1;2;2;2;1;2;2;1;1;1;2;1;2;1;2;1;1;2;2;1;1;1;2;1;1;2;3;3;3;5;5;2;FIR;2;1;1994;2
s8;1;2;2;2;2;2;1;1;1;2;1;1;2;1;2;2;1;1;1;1;1;2;1;1;2;;2;1;2;2;2;1;1;1;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;1;2;2;4;3;5;5;3;FIR;3;4;1992;2
s9;2;2;2;1;3;2;2;2;2;1;2;1;3;1;2;1;1;1;1;1;1;2;3;1;2;1;1;1;2;2;2;1;1;2;1;1;1;2;1;2;1;1;1;1;2;2;2;1;1;1;1;1;2;4;3;3;5;5;3;FIR;2;4;1993;1
s10;1;1;1;2;1;2;1;1;1;1;3;3;3;1;2;3;3;3;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;1;1;2;1;1;2;1;2;1;1;2;2;2;1;1;2;1;1;2;2;4;2;5;5;2;FIR;2;3;1994;1
s11;2;1;2;2;1;3;1;2;2;2;2;1;2;1;2;1;1;1;1;1;1;3;3;1;1;1;2;2;1;2;2;1;2;2;1;1;1;2;1;2;2;2;1;1;2;1;1;1;1;2;1;1;2;3;4;3;3;4;2;FIR;3;1;1993;1
s12;2;1;2;2;1;2;2;2;3;2;2;1;2;1;1;2;1;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;1;1;1;2;1;2;1;2;1;1;2;2;1;1;1;2;1;1;2;3;3;1;5;5;3;FIR;1;3;1993;2
s13;2;2;3;2;2;2;3;1;2;1;2;3;1;2;2;3;2;3;1;1;1;2;1;1;2;1;2;1;2;1;1;1;2;1;1;2;2;1;1;2;1;1;2;1;2;1;1;1;1;1;2;1;2;3;3;2;4;5;3;Inżynieria Biomedyczna;2;3;1993;1
s14;2;1;2;1;1;2;1;2;2;2;2;1;1;1;2;1;1;1;1;2;2;2;1;1;2;1;1;2;1;2;1;1;1;2;1;2;2;2;1;2;1;1;2;1;2;2;2;1;1;2;1;1;2;2;4;4;5;5;3;Inżynieria Biomedyczna;2;3;1993;1
s15;2;2;3;2;1;2;1;1;1;2;1;1;2;1;2;2;1;2;1;1;1;2;1;1;2;1;1;1;1;1;2;1;;;1;1;;1;1;1;1;2;1;1;2;1;;1;1;;1;1;2;2;3;4;6;6;3;Inżynieria Biomedyczna;3;3;1993;2
s16;2;3;3;1;2;2;2;3;2;3;2;3;1;3;1;3;3;3;3;1;1;2;1;1;2;2;1;2;1;1;1;1;2;1;2;1;2;1;1;2;1;1;2;1;1;1;2;1;1;1;2;2;1;5;;;5;5;3;Inżynieria Biomedyczna;;2;1993;1
s17;2;1;2;2;2;1;3;1;2;1;2;2;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;2;2;1;1;2;1;1;2;2;1;1;2;1;1;1;2;1;2;1;1;1;2;1;1;2;5;3;2;5;5;3;Inżynieria Biomedyczna;2;4;1993;1
s18;2;1;3;1;1;2;2;2;2;2;2;1;1;2;2;1;1;1;1;1;2;3;2;1;2;1;1;1;2;1;1;2;1;2;1;1;2;1;1;2;2;1;1;1;1;2;1;2;1;2;1;2;1;7;3;2;5;4;3;Inżynieria Biomedyczna;3;4;1993;1
s19;2;1;2;1;1;2;2;1;1;1;2;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;2;2;1;1;6;2;2;5;4;3;Inżynieria Biomedyczna;2;2;1993;1
s20;2;1;2;2;2;1;2;1;2;1;2;1;2;1;2;2;1;1;1;1;1;2;2;1;2;2;2;1;2;2;1;1;2;1;1;1;2;1;2;2;1;2;2;1;2;1;1;2;2;2;2;1;2;5;3;3;4;4;3;Inżynieria Biomedyczna;3;1;1993;1
s21;2;1;1;2;2;2;2;3;2;2;1;2;2;1;1;1;1;3;1;2;1;3;2;1;2;1;2;1;1;2;2;1;2;1;1;2;2;1;1;2;2;1;1;1;2;1;1;1;1;1;2;1;2;2;3;2;5;4;3;Inżynieria Biomedyczna;2;4;1993;1
s22;3;2;1;2;2;3;2;1;1;3;1;3;2;3;3;2;3;3;1;1;1;3;1;1;1;2;1;2;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;3;3;4;5;5;3;Inżynieria Biomedyczna;2;4;1993;2
s23;2;1;3;1;1;1;2;3;2;1;2;1;1;1;1;2;3;1;3;1;1;3;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;2;2;1;2;1;1;1;2;1;2;2;1;5;;;5;5;3;Inżynieria Biomedyczna;3;4;1993;2
s24;2;1;2;2;1;1;2;1;1;1;3;2;2;2;2;1;2;1;;1;1;;2;1;;;1;1;;1;1;1;2;;2;1;;;1;1;2;2;2;1;;;;;;;;;;7;4;4;5;5;3;Inżynieria Biomedyczna;3;2;1993;1
s25;2;2;3;3;3;2;2;2;1;1;3;1;2;3;3;2;1;1;3;1;1;3;3;1;2;1;1;1;2;1;1;2;2;1;1;2;2;2;2;1;1;1;2;1;2;2;1;1;1;2;2;1;2;7;4;3;4;5;3;Inżynieria Biomedyczna;2;2;1993;1
s26;2;1;2;2;1;2;2;2;3;1;2;3;1;1;2;1;2;1;1;1;1;1;2;1;1;2;1;1;1;2;1;1;2;2;1;2;1;2;2;2;1;1;1;1;2;1;1;1;1;2;1;1;2;3;3;3;3;5;3;Inżynieria Biomedyczna;2;4;1991;1
s27;1;1;2;2;1;3;2;3;2;2;3;1;1;1;2;1;3;3;3;1;1;2;3;1;1;2;2;2;1;1;2;1;2;1;1;1;2;1;1;2;2;1;2;1;2;2;1;1;1;2;2;1;2;3;3;2;5;4;2;Informatyka;1;4;1994;2
s28;2;1;2;1;1;1;2;2;2;2;2;1;1;1;2;1;1;1;2;2;1;2;1;1;1;2;2;1;2;1;2;1;2;2;1;2;1;1;1;1;2;1;1;1;2;2;1;1;2;1;1;1;2;3;2;2;5;5;2;Informatyka;1;4;1994;2
s29;2;1;2;1;2;2;2;2;2;1;2;3;1;1;3;1;1;3;3;2;2;3;1;1;1;2;2;2;1;2;1;1;2;2;2;1;1;2;2;2;1;1;1;1;2;2;1;1;1;2;1;2;2;6;2;2;3;3;2;Informatyka;2;3;1994;1
s30;2;1;2;1;2;2;2;1;2;1;2;1;3;1;2;1;2;1;1;1;1;3;1;1;1;1;2;2;1;1;1;2;1;2;2;1;2;1;1;2;1;1;2;1;1;1;2;1;2;2;1;2;1;3;3;2;5;5;2;Informatyka;1;1;1994;2
s31;2;2;3;3;2;1;1;1;3;1;1;3;3;1;2;3;3;3;3;1;1;3;1;1;1;1;1;2;1;2;1;1;1;2;1;1;1;2;1;2;1;2;2;2;1;1;1;1;1;1;2;1;2;5;;;5;5;1;Matematyka;1;2;1995;1
s32;2;2;2;2;1;1;2;2;2;1;3;1;3;1;1;1;1;1;3;1;1;3;3;1;2;1;2;1;2;2;2;1;2;1;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;1;2;2;4;3;3;3;4;1;Matematyka;1;1;1992;2
s33;2;2;1;2;2;2;1;1;2;3;3;3;2;3;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;1;1;2;1;1;1;1;2;1;1;1;2;2;2;1;1;1;1;1;1;1;0;3;4;3;3;2;Informatyka;2;2;1994;2
s34;1;2;2;2;2;2;2;1;2;1;2;1;2;1;2;1;1;1;1;2;1;2;1;1;1;1;1;2;1;2;2;1;2;2;1;1;2;1;1;2;1;2;2;1;2;2;1;2;1;2;1;1;2;6;3;3;5;5;2;Informatyka;2;2;1994;2
s35;2;2;2;2;1;1;1;1;3;2;1;3;3;3;2;3;1;3;3;3;3;2;2;1;1;1;2;1;1;1;2;1;1;1;1;1;2;2;1;1;2;2;1;1;2;2;2;1;1;2;1;1;2;3;3;3;5;5;2;Informatyka;3;4;1991;2
s36;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;1;2;1;1;2;1;3;1;1;2;1;1;1;2;1;1;1;1;1;1;1;2;2;1;2;1;2;1;1;2;1;1;2;1;2;2;1;1;6;2;2;3;4;1;Matematyka;2;1;1995;1
s37;2;2;2;1;1;1;2;2;3;2;1;3;1;1;1;3;2;1;1;2;1;2;1;1;2;2;1;2;1;1;1;2;2;2;2;1;2;2;2;1;1;2;1;1;1;2;1;1;2;2;2;2;2;5;3;3;5;5;1;Matematyka;2;4;1995;1
s38;1;1;2;3;1;1;2;3;3;2;1;1;1;1;1;3;3;2;3;1;1;3;1;1;1;1;2;1;1;2;1;2;2;1;1;1;2;1;2;1;1;2;2;1;2;1;2;1;1;1;2;1;1;;;;;;2;Zarządzanie;2;1;1995;1
s39;2;1;2;2;1;1;2;2;2;1;2;1;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;;2;1;2;2;1;1;2;2;1;2;1;1;1;1;2;2;1;1;1;2;1;1;2;4;2;1;5;4;2;MIESI;3;2;1994;1
s40;2;1;2;2;1;1;2;2;2;2;2;1;1;1;2;1;1;1;3;1;2;3;3;1;2;1;1;2;2;1;2;1;2;2;1;1;2;2;1;2;1;1;1;1;2;1;2;1;1;2;1;1;2;5;2;3;4;4;3;FIR;2;1;1993;1
s41;1;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;1;2;1;1;2;2;2;2;1;2;1;1;2;2;1;1;1;2;1;1;2;2;2;2;5;6;2;Zarządzanie;3;3;1994;2
s42;2;1;3;1;2;2;2;2;3;1;2;3;1;1;3;1;1;1;2;1;1;3;1;1;2;1;2;2;2;2;1;2;2;1;2;2;2;2;1;2;1;2;2;1;2;2;1;2;1;2;1;2;1;;;;;;2;Zarządzanie;1;2;1996;1
s43;2;2;2;2;1;2;1;3;3;3;1;2;;;;;;;;;;;;1;2;1;1;1;2;1;2;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;1;1;1;2;2;1;2;;;;;;2;MIESI;1;3;1994;2
s44;2;1;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;1;1;1;1;2;1;1;2;1;2;2;1;2;1;1;2;1;1;1;2;1;1;2;4;;;6;5;2;FIR;2;4;1994;1
s45;2;2;2;1;1;2;2;1;2;1;2;3;1;1;3;3;3;1;3;2;3;3;3;1;2;1;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2;2;1;2;1;2;1;1;2;2;1;2;7;;;4;5;2;FIR;;4;1994;1
s46;1;2;2;1;1;2;3;2;2;1;2;2;1;1;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;2;2;1;2;1;2;1;1;1;1;2;1;2;2;2;2;1;1;1;1;1;1;1;1;5;3;3;5;5;2;FIR;1;4;1994;2
s47;2;1;2;2;1;1;2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;3;1;2;2;1;2;2;2;2;2;1;1;2;1;1;2;2;1;2;1;2;1;1;2;;2;1;1;2;1;1;2;4;3;3;6;5;3;FIR;2;4;1993;2
s48;2;3;2;1;1;2;2;2;1;1;2;1;1;1;2;1;1;1;2;1;2;2;1;2;2;1;1;1;1;2;1;2;1;2;1;1;2;1;1;2;1;1;2;1;2;2;1;1;2;1;2;1;2;7;4;3;4;3;2;Zarządzanie;2;2;1994;2
s49;2;1;2;1;2;2;2;3;3;2;2;1;1;1;2;1;1;1;3;1;1;3;1;1;1;1;1;1;1;2;2;1;2;2;2;1;1;2;1;1;1;2;2;1;2;1;1;1;1;2;1;1;2;5;3;4;3;4;3;FIR;2;1;1993;1
s50;2;3;2;1;2;1;3;3;1;1;2;1;1;1;2;1;3;2;1;1;3;3;1;1;2;1;2;1;2;2;2;1;2;2;1;1;2;2;1;1;2;;;1;2;;1;2;1;2;1;1;2;6;;;;;3;FIR;3;1;1993;1
s51;2;1;2;2;1;3;1;3;2;2;2;1;3;1;2;1;1;1;1;1;1;3;1;1;2;2;2;1;2;2;2;1;2;2;1;1;2;2;1;1;1;2;1;1;2;2;1;1;1;2;1;1;2;3;3;2;3;3;2;FIR;2;1;1994;2
s52;2;1;2;1;1;3;2;3;2;1;2;1;1;1;2;1;1;1;1;1;1;1;2;1;2;2;2;1;1;2;2;1;2;2;1;2;2;2;1;2;1;1;2;1;2;;1;1;1;2;1;1;2;5;2;2;6;5;2;Zarządzanie;3;4;1994;1
s53;2;1;2;3;1;1;3;2;2;1;3;3;1;1;2;1;1;1;2;1;1;3;2;1;2;1;2;2;2;2;2;1;2;1;2;1;;;1;2;;2;1;1;2;2;2;1;1;1;1;;2;4;3;2;5;5;2;Zarządzanie;1;4;1994;1
s54;2;3;2;2;2;1;3;2;1;3;2;1;1;1;2;1;3;1;3;2;1;3;1;1;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;2;1;2;1;2;2;2;2;1;1;2;1;1;2;;3;2;3;3;2;MIESI;1;3;1994;1
s55;2;1;1;2;1;2;1;2;2;1;1;2;1;1;1;1;1;2;1;1;1;2;2;1;2;1;2;1;2;2;2;1;2;1;1;1;1;2;1;2;1;2;1;1;2;2;1;1;1;2;1;1;2;2;4;2;4;4;3;MIESI;3;4;1993;1
s56;2;3;2;1;3;2;2;3;3;2;1;1;1;1;3;1;2;1;1;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;1;2;2;1;2;2;1;1;2;1;2;1;1;2;2;1;2;1;2;4;4;3;4;4;2;Zarządzanie;2;2;1993;2
s57;2;1;1;2;2;2;1;1;1;2;1;3;2;;2;2;3;1;1;1;1;3;3;1;2;1;2;1;1;2;2;1;2;;1;2;1;2;1;2;2;;1;1;2;2;2;1;1;2;1;1;1;;;;;;2;Zarządzanie;1;4;1995;2
s58;2;1;3;3;1;3;3;3;2;;3;1;3;1;2;3;1;;;;;;;1;1;1;1;2;2;;1;1;2;2;1;;1;2;2;2;1;1;2;1;2;;1;1;1;2;1;1;2;6;3;2;5;5;3;FIR;1;4;1994;2
s59;2;2;1;2;1;3;2;1;2;2;1;3;3;1;1;2;2;1;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;2;1;2;1;1;2;2;1;1;;2;1;1;2;4;3;3;5;5;3;FIR;1;1;1992;1
s60;2;1;3;2;1;2;1;1;1;2;1;2;2;2;3;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;2;1;1;2;1;1;1;2;1;2;1;1;2;1;2;2;1;1;1;1;1;1;2;3;3;3;5;4;2;FIR;2;4;1994;2
s61;1;1;2;2;1;2;3;1;2;2;3;3;2;1;3;1;1;2;3;1;1;3;2;1;2;1;2;2;2;2;1;1;1;1;1;2;1;2;1;2;1;2;2;1;2;2;1;1;2;1;1;1;2;4;3;3;5;5;2;FIR;2;4;1994;2
s62;1;2;1;2;2;2;2;1;1;1;3;3;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;2;2;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;2;6;3;2;5;5;3;FIR;2;4;1993;2
s63;3;3;3;2;3;2;2;2;3;1;3;1;3;1;2;1;1;3;1;3;3;2;1;1;2;1;1;2;2;2;2;1;2;2;1;1;1;2;1;2;1;2;1;1;2;1;2;1;1;2;1;1;2;1;4;2;5;5;3;FIR;1;4;1993;2
s64;2;1;2;2;1;1;1;2;2;1;1;2;2;1;2;1;1;2;1;1;1;2;2;1;2;1;1;2;2;2;2;1;1;1;1;2;1;2;1;2;1;2;2;1;2;2;2;1;1;2;1;1;2;3;3;2;5;5;3;FIR;3;4;1994;2
s65;;2;1;1;2;2;3;2;2;3;1;1;1;1;2;2;2;;1;1;2;3;;1;2;1;1;2;1;2;1;2;1;1;2;1;1;2;;;1;2;2;1;;2;;1;1;1;2;2;1;5;3;2;4;4;1;ASP;3;4;1993;
s66;2;2;2;2;3;3;2;3;2;1;3;3;3;1;2;2;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;1;2;;3;4;3;2;1;ASP;3;4;1991;1
s67;1;2;3;3;1;2;2;1;1;2;2;1;2;1;1;2;1;1;1;2;2;3;1;2;;2;1;2;2;1;2;1;2;2;1;2;2;2;2;1;1;1;2;1;1;2;1;2;1;1;2;2;1;5;2;1;4;4;1;ASP;;4;1994;1
s68;2;2;2;1;1;2;3;3;2;3;3;1;1;3;3;2;1;1;;3;3;1;1;1;1;2;2;2;1;2;1;2;2;1;2;1;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;2;1;4;3;1;2;5;1;ASP;2;4;1993;2
s69;2;2;2;1;3;3;2;1;2;3;2;2;1;1;1;2;1;1;1;1;3;2;1;1;1;2;1;1;1;;;;;;;;;;;;;;;;2;;;;;2;;;;5;2;2;4;5;1;ASP;1;4;1994;1
s70;2;3;3;1;2;3;2;3;1;1;2;2;3;1;3;2;3;1;1;1;1;1;1;2;2;1;2;1;1;2;1;2;2;2;1;2;1;2;1;2;2;1;2;2;2;1;2;1;2;1;1;2;2;4;3;1;3;4;1;ASP;;4;1990;1
s71;2;2;2;1;2;3;2;2;2;1;3;1;1;1;1;3;3;;3;1;3;2;1;1;1;2;1;2;2;1;2;1;1;2;1;1;2;2;1;2;2;2;2;1;2;1;1;2;2;1;2;1;2;3;3;2;5;4;1;ASP;2;4;1993;1
s72;1;2;2;1;;3;2;2;2;1;2;1;1;1;1;3;1;1;3;1;1;3;3;2;1;1;1;1;2;2;1;1;1;2;2;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;2;;;;3;3;1;ASP;;;1987;1
s73;1;2;2;1;2;2;2;2;1;1;3;3;1;1;2;2;1;1;1;2;2;3;1;2;1;1;1;2;1;2;2;2;1;1;2;2;2;2;1;1;2;2;1;2;2;1;1;1;2;1;;2;2;5;4;1;4;2;1;ASP;;4;1994;2
s74;2;2;2;2;2;2;2;1;1;1;2;3;3;3;2;2;1;2;1;1;1;2;1;1;1;2;1;1;2;1;2;2;1;2;2;1;1;2;1;1;2;1;1;1;1;2;1;2;1;1;2;2;1;5;2;2;6;6;1;ASP;2;4;1994;1
s75;2;3;3;1;1;3;2;1;1;1;3;1;1;1;2;2;2;2;1;3;3;2;1;1;1;1;2;1;2;2;1;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1;2;2;1;;1;1;1;4;3;2;5;4;1;ASP;3;4;1992;1
s76;1;2;3;3;2;3;3;3;2;1;1;3;1;1;2;3;3;3;3;1;1;3;1;1;1;2;1;2;2;2;1;2;1;;1;2;2;1;1;2;2;1;2;2;1;1;1;2;2;1;2;2;1;2;4;2;4;4;1;ASP;;4;1991;2
s77;2;3;3;1;2;1;2;3;3;1;2;1;1;1;;;;;;;;;;2;1;1;2;1;1;1;2;2;1;2;1;2;2;2;2;1;2;1;1;1;2;1;2;1;2;2;2;1;2;3;2;1;3;5;2;ASP;2;4;1992;1
